DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,avg_arrival_time,std_arrival_time,avg_work_hours,absence_rate,Attrition
18,3,4,22960,1.0,18,1,10.0,2.0,10,3.0,0.0,4.0,4.0,2.0,3,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,10.013564213564212,0.26938603406903655,9.193685666185667,0.11494252873563215,0
20,4,3,40690,1.0,13,0,6.0,4.5,6,0.0,4.0,2.0,3.0,3.0,3,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,9.982183908045977,0.2820783183295484,7.903942768199234,0.11111111111111116,0
2,3,2,74410,3.0,12,1,24.0,4.0,1,1.0,0.0,1.0,4.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,10.008625730994153,0.28449689779730725,6.689085038986355,0.12643678160919536,0
11,1,2,24300,7.0,13,2,17.0,2.0,13,1.0,9.0,2.0,4.0,3.0,4,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,9.993263888888889,0.2566316967821289,8.799516203703705,0.08045977011494254,0
8,2,1,58780,1.0,14,0,5.0,1.0,5,1.0,3.0,1.0,2.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.977900146842877,0.2847178489406424,7.969375917767988,0.13026819923371646,0
2,1,2,26440,4.0,11,1,28.5,2.0,6,0.0,2.0,4.0,4.0,2.0,3,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10.016596343178621,0.2830319845203433,6.303037974683544,0.09195402298850575,0
10,3,2,64390,3.0,22,3,3.0,2.0,0,0.0,0.0,3.0,1.0,3.0,3,4,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.992630853994491,0.2644437302991303,6.400710514233242,0.07279693486590033,0
29,4,5,24510,3.0,17,0,10.0,2.0,4,0.0,3.0,4.0,4.0,3.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,10.025,0.27228795980856013,6.680548668503214,0.07279693486590033,0
8,2,1,63920,1.0,21,1,11.0,2.0,11,7.5,8.0,3.0,4.0,3.0,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,10.006267217630855,0.2635379673759701,7.580297291092746,0.07279693486590033,0
1,2,2,97140,1.0,22,0,9.0,0.5,9,4.0,7.0,3.0,4.0,3.0,3,4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,10.012056737588653,0.30465489107353627,6.2123274231678485,0.09961685823754785,1
6,3,1,60770,1.0,16,2,22.0,2.0,18,7.5,11.0,3.0,2.0,2.0,2,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99611111111111,0.2980779380492835,7.393092592592593,0.08045977011494254,0
8,4,5,24500,0.0,12,1,11.0,2.0,10,1.0,0.0,3.0,4.0,1.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,10.006747638326585,0.26241855571838146,10.108070175438597,0.05363984674329503,0
9,3,1,92500,1.0,12,3,11.0,0.5,11,2.0,7.0,3.0,2.0,2.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,9.975178826895565,0.2793461491483644,8.0854113018598,0.10727969348659006,0
12,1,1,20740,2.0,15,1,21.0,3.0,10,7.5,5.0,3.0,1.0,2.0,3,3,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.953483606557377,0.2823701456169326,9.029782559198543,0.06513409961685823,0
15,3,1,101690,1.0,14,0,12.0,4.5,11,5.0,7.0,2.0,3.0,3.0,2,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,9.991560283687944,0.2465929772348996,7.266001182033096,0.09961685823754785,0
25,1,1,48550,8.5,25,1,16.0,2.0,4,0.0,3.0,1.0,3.0,1.0,2,4,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.960381355932205,0.2682784544574848,7.6289959981167605,0.09578544061302685,0
6,2,2,40870,0.0,20,3,4.0,1.0,3,0.0,2.0,1.0,3.0,2.0,3,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,9.970464135021096,0.27348214953464667,7.780240271917487,0.09195402298850575,0
9,4,2,23670,1.0,13,0,5.0,2.0,5,0.0,4.0,2.0,3.0,4.0,2,3,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,10.002028985507247,0.2887393992675884,5.9836557971014495,0.11877394636015326,0
8,4,2,29720,0.0,14,0,28.5,2.0,18,1.0,8.0,4.0,3.0,2.0,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.995696721311475,0.2891118433867113,7.103534836065574,0.06513409961685823,0
23,2,1,165835,4.0,16,0,17.0,3.0,3,1.0,2.0,2.0,2.0,4.0,2,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,10.018263888888889,0.2698140530759167,6.709030092592593,0.08045977011494254,0
9,3,2,54840,4.0,17,0,7.0,4.0,3,0.0,2.0,3.0,1.0,3.0,3,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.967891156462585,0.28070680199704706,10.150894557823129,0.06130268199233713,1
12,2,1,20610,1.0,15,1,1.0,2.0,1,0.0,0.0,4.0,1.0,3.0,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.953930131004366,0.29963685455828554,7.979950266860747,0.12260536398467436,0
4,4,2,99240,1.0,22,0,1.0,3.0,1,1.0,0.0,4.0,4.0,3.0,3,4,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,10.000929899856938,0.2958328773634815,10.725876251788268,0.10727969348659006,1
1,4,4,41980,1.0,22,1,16.0,2.0,16,2.0,10.0,1.0,3.0,3.0,2,4,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,10.00116598079561,0.26472218640094697,7.589314128943759,0.06896551724137934,0
24,2,1,68150,5.0,20,1,17.0,3.0,1,0.0,0.0,3.0,4.0,4.0,3,4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,9.996351931330473,0.27253738211963413,7.763286838340487,0.10727969348659006,0
12,2,2,47230,8.5,14,0,28.5,0.5,3,2.0,2.0,3.0,4.0,3.0,3,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.977517730496453,0.2757390725446451,7.192599290780142,0.09961685823754785,0
3,4,4,61420,3.0,13,2,28.0,3.0,8,0.0,7.0,1.0,2.0,2.0,2,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,10.006815114709852,0.28763610816294655,9.614590643274855,0.05363984674329503,0
10,1,2,82370,1.0,13,0,6.0,4.5,6,0.0,3.0,3.0,3.0,3.0,2,3,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,9.998809523809523,0.2680952104369249,8.532735760971056,0.08812260536398464,1
26,3,1,88530,1.0,22,1,2.0,3.0,2,2.0,1.0,4.0,4.0,3.0,3,4,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,9.992173913043478,0.2762367693432006,7.7015386473429945,0.11877394636015326,0
2,1,1,165835,1.0,12,1,1.0,2.0,0,0.0,0.0,2.0,4.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,9.999130434782609,0.2880007166672986,6.311839371980676,0.11877394636015326,0
1,3,1,20730,3.0,14,1,23.0,4.0,13,7.5,8.0,1.0,1.0,2.0,3,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.990633608815426,0.2714974998079216,7.474746326905417,0.07279693486590033,0
4,4,5,55620,1.0,15,0,9.0,3.0,9,0.0,6.0,1.0,3.0,3.0,3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.969899425287357,0.278097085347792,8.195805795019156,0.11111111111111116,1
9,3,1,165835,2.0,17,0,23.0,4.5,5,4.0,4.0,4.0,4.0,3.0,3,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,10.008583690987125,0.2691697302076754,8.075190748688602,0.10727969348659006,0
2,1,2,34070,0.0,13,1,6.0,4.0,5,1.0,2.0,2.0,3.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9.98138528138528,0.2555562375023977,6.530900673400674,0.11494252873563215,0
4,3,2,50630,6.0,12,1,12.0,2.0,1,0.0,0.0,3.0,2.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,9.967107195301027,0.30049909608417913,6.0196475770925115,0.13026819923371646,0
6,1,1,46390,2.0,12,2,12.0,3.0,5,1.0,3.0,3.0,4.0,3.0,3,3,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,9.951892285298397,0.27847364891848686,6.219499029597283,0.12260536398467436,0
9,2,2,48760,2.0,21,1,14.0,3.0,11,5.0,8.0,3.0,1.0,3.0,3,4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,9.98551673944687,0.2824376750519261,7.892017224648229,0.12260536398467436,0
7,3,1,26900,0.0,11,0,10.0,1.0,9,2.0,8.0,2.0,4.0,3.0,3,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.986938775510206,0.26615716074218526,8.026875283446712,0.06130268199233713,0
1,3,2,165835,5.0,13,0,7.0,4.5,1,0.0,0.0,1.0,4.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9.995761494252875,0.2991409773035698,7.506159003831417,0.11111111111111116,0
3,4,1,24080,1.0,12,1,25.0,3.0,18,4.0,12.0,3.0,4.0,4.0,3,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.006079234972677,0.27494967092605826,8.667025273224043,0.06513409961685823,0
10,3,3,28140,1.0,24,0,10.0,2.0,10,0.0,9.0,1.0,3.0,2.0,3,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.974753867791843,0.2732313401590298,7.911322081575246,0.09195402298850575,0
7,3,2,112450,0.0,21,0,8.0,3.0,7,0.0,7.0,3.0,2.0,4.0,3,4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,9.990043290043289,0.2987889372712756,6.736566859066859,0.11494252873563215,0
15,3,2,33120,8.5,19,0,7.0,1.0,5,4.0,3.0,2.0,2.0,3.0,1,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,10.026694915254238,0.2886599005849512,9.003661723163843,0.09578544061302685,1
3,2,2,165835,7.0,14,1,23.0,2.0,18,7.5,14.5,1.0,3.0,3.0,3,3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,9.99427966101695,0.26200535778665923,6.718495762711864,0.09578544061302685,0
2,4,3,21410,4.0,20,0,12.0,2.0,7,7.0,7.0,2.0,3.0,2.0,3,4,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,9.99785407725322,0.28444705328821474,8.396202908917502,0.10727969348659006,1
17,3,2,57690,1.0,19,0,5.0,4.0,5,4.0,3.0,3.0,2.0,2.0,2,3,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,9.990277777777777,0.2926063458810513,7.718274853801169,0.12643678160919536,0
2,2,1,43850,1.0,13,1,28.5,2.0,18,7.5,6.0,4.0,4.0,2.0,2,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,9.987675070028011,0.25428776999942304,7.566837068160597,0.08812260536398464,1
5,2,1,53320,1.0,23,1,0.0,2.0,0,0.0,0.0,4.0,3.0,2.0,3,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,9.997559274755927,0.2910866070231799,9.410347512784751,0.08429118773946365,1
29,4,1,46630,0.0,13,1,3.0,1.0,2,2.0,1.0,3.0,4.0,3.0,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,10.00108225108225,0.28121549917005145,6.39757696007696,0.11494252873563215,0
2,3,1,47240,1.0,11,1,16.0,3.0,15,5.0,11.0,3.0,1.0,2.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.985886524822694,0.2820241353134781,7.196874704491726,0.09961685823754785,0
2,2,1,32110,4.0,13,0,18.0,2.0,3,1.0,2.0,2.0,3.0,3.0,4,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,9.998571428571429,0.2892763095074648,7.990022675736961,0.06130268199233713,0
19,4,2,53770,4.0,14,1,16.0,3.0,2,2.0,1.0,3.0,4.0,3.0,4,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.992576419213975,0.2833861485122429,7.084341339155749,0.12260536398467436,0
15,1,2,40660,3.0,22,0,4.0,2.0,2,2.0,2.0,2.0,3.0,3.0,2,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10.00409722222222,0.284515328896685,8.386093749999999,0.08045977011494254,1
17,2,1,52080,3.0,11,3,12.0,2.0,9,0.0,7.0,3.0,3.0,3.0,1,3,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,9.983813443072702,0.2634595330727854,8.089008916323731,0.06896551724137934,0
17,4,2,48770,1.0,13,1,8.0,4.5,8,5.0,7.0,3.0,3.0,3.0,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.004985754985753,0.27079921063584445,7.87903371320038,0.10344827586206895,0
25,1,2,31170,6.0,21,1,7.0,2.0,3,0.0,1.0,2.0,2.0,3.0,4,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.995102040816327,0.2617390541000199,6.792215419501134,0.06130268199233713,0
6,3,1,15690,2.0,11,0,18.0,2.0,4,0.0,3.0,1.0,4.0,3.0,4,3,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,9.970868347338936,0.289961105167669,7.193490896358543,0.08812260536398464,1
7,3,1,165835,4.0,13,1,17.0,3.0,15,5.0,9.0,4.0,3.0,4.0,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,9.991313559322034,0.286263311123287,7.93308615819209,0.09578544061302685,0
29,1,3,30690,2.0,14,1,6.0,3.0,2,2.0,2.0,1.0,3.0,3.0,2,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,9.991977869986169,0.28382752239905285,7.785092208390964,0.07662835249042144,0
21,1,2,104350,0.0,11,0,12.0,4.5,11,4.0,7.0,3.0,4.0,1.0,3,3,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,10.021615720524016,0.3103124675072151,10.030638039786512,0.12260536398467436,0
2,4,2,41480,7.0,15,0,10.0,0.5,5,0.0,4.0,1.0,1.0,4.0,2,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,9.96046831955923,0.2779894906269922,7.915311065197429,0.07279693486590033,1
2,1,2,57680,5.0,23,1,9.0,4.0,6,0.0,3.0,3.0,4.0,2.0,3,4,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.006623931623933,0.29178066127432,7.409882478632478,0.10344827586206895,0
7,4,2,50420,3.0,16,1,19.0,4.0,3,2.0,2.0,4.0,3.0,3.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,9.972343522561863,0.29262672467358564,10.426072295002426,0.12260536398467436,0
13,3,2,57700,1.0,16,1,5.0,2.0,5,0.0,4.0,1.0,3.0,2.0,4,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,9.993758573388202,0.2826740868213908,6.693944901691815,0.06896551724137934,0
2,3,3,77560,0.0,21,0,9.0,3.0,8,0.0,7.0,4.0,4.0,4.0,3,4,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,10.003607503607505,0.2748806888504012,6.489492544492544,0.11494252873563215,0
1,3,3,103060,5.0,13,0,8.0,4.5,3,2.0,2.0,4.0,1.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9.974927536231883,0.28629858493075,6.674859903381643,0.11877394636015326,0
9,3,2,39360,0.0,11,1,6.0,3.0,5,1.0,2.0,2.0,4.0,3.0,3,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,9.974928774928774,0.26587080748709274,6.430403608736943,0.10344827586206895,0
10,2,3,79450,4.0,12,1,21.0,4.5,7,7.0,7.0,4.0,1.0,2.0,2,3,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,9.997446808510638,0.30331831524605046,7.281752955082743,0.09961685823754785,0
10,4,4,57430,2.0,12,3,7.0,2.0,5,1.0,4.0,3.0,1.0,3.0,4,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.9922695035461,0.26895042947573927,7.996069739952719,0.09961685823754785,0
1,3,5,152020,1.0,18,3,1.0,2.0,1,0.0,0.0,2.0,2.0,3.0,2,3,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10.013865546218488,0.27424464157121764,6.412936507936507,0.08812260536398464,0
26,4,2,54400,1.0,12,1,20.0,2.0,18,2.0,13.0,2.0,2.0,3.0,3,3,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,10.039527701045404,0.29401361139637827,7.022685969868173,0.09578544061302685,0
8,1,3,37600,1.0,14,3,10.0,2.0,10,0.0,6.0,3.0,2.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,9.960283687943262,0.2785279015139481,7.3577151300236405,0.09961685823754785,0
14,2,5,35170,2.0,12,1,13.0,1.0,7,4.0,5.0,2.0,3.0,1.0,2,3,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,9.986382978723405,0.27791264229263657,10.911756729846998,0.09961685823754785,0
1,4,1,25800,8.0,17,3,20.0,3.0,17,0.0,14.5,2.0,2.0,1.0,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10.009986225895316,0.2910492770830019,6.843852157943067,0.07279693486590033,0
2,2,1,21660,1.0,19,1,9.0,4.0,9,3.0,7.0,2.0,4.0,3.0,1,3,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,9.998491083676269,0.2773306948646507,7.894804526748971,0.06896551724137934,0
10,4,3,58690,1.0,11,1,10.0,4.5,10,0.0,9.0,4.0,3.0,3.0,4,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.97048611111111,0.28727546329265724,6.118706018518519,0.08045977011494254,0
1,3,3,80080,2.0,15,1,10.0,4.0,1,0.0,0.0,2.0,3.0,3.0,3,3,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10.002850877192984,0.29488694032022644,7.583658625730995,0.12643678160919536,0
3,3,1,52060,4.0,11,3,9.0,4.0,1,0.0,0.0,2.0,2.0,2.0,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,10.013402777777777,0.2917185565185444,9.953753472222221,0.08045977011494254,0
11,2,4,52950,7.0,18,0,15.0,4.0,12,2.0,11.0,3.0,4.0,2.0,3,3,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,9.98755458515284,0.2713794764322465,6.194080543425521,0.12260536398467436,0
24,4,2,164130,6.0,16,0,6.0,1.0,4,1.0,2.0,3.0,3.0,3.0,3,3,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,9.9875,0.2879891930791781,7.026667884990253,0.12643678160919536,0
3,3,1,132690,1.0,25,1,2.0,2.0,2,2.0,2.0,3.0,4.0,3.0,3,4,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.96370523415978,0.27666124972644535,7.703482552800734,0.07279693486590033,0
3,3,1,27830,6.0,16,1,6.0,2.0,2,2.0,2.0,4.0,2.0,1.0,4,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.02731884057971,0.26563904944969274,6.2832463768115945,0.11877394636015326,0
4,4,2,54330,1.0,13,1,5.0,4.0,5,0.0,2.0,3.0,4.0,1.0,2,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,9.977896995708154,0.2836188772019645,6.489963042441583,0.10727969348659006,0
3,3,2,20130,3.0,14,1,12.0,4.5,5,1.0,4.0,3.0,4.0,1.0,3,3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,9.978652482269503,0.28004091714877166,10.88718439716312,0.09961685823754785,0
2,3,1,139660,1.0,19,0,1.0,1.0,1,0.0,1.0,3.0,3.0,2.0,3,3,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,9.994285714285715,0.27128262438844447,10.613379818594105,0.06130268199233713,0
4,3,2,43740,3.0,15,1,21.0,4.5,5,4.0,4.0,3.0,2.0,3.0,4,3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,9.99355281207133,0.2783544841522426,6.223148148148148,0.06896551724137934,0
7,4,4,68420,4.0,12,1,13.0,3.0,9,1.0,8.0,1.0,3.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,10.01264367816092,0.282209558944194,6.183541666666667,0.11111111111111116,0
1,4,1,165835,2.0,12,1,12.0,0.5,10,7.0,4.0,2.0,4.0,3.0,2,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.987796373779638,0.2747183897307623,6.886836355183636,0.08429118773946365,0
1,1,2,165835,4.0,16,0,12.0,0.5,8,0.0,7.0,1.0,4.0,4.0,2,3,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,9.984773662551442,0.2831736407553214,6.278257887517146,0.06896551724137934,0
20,3,1,45810,3.0,14,1,8.0,3.0,5,1.0,4.0,3.0,3.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,10.00124269005848,0.24912900760042755,6.930907651072125,0.12643678160919536,0
5,4,2,47350,0.0,13,0,6.0,2.0,5,1.0,1.0,3.0,2.0,2.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.001464435146444,0.26176151025115907,8.924711761971176,0.08429118773946365,0
10,2,2,41870,0.0,22,1,1.0,4.0,0,0.0,0.0,3.0,1.0,4.0,3,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.966812227074236,0.2698096545240819,7.514374090247453,0.12260536398467436,1
25,3,2,55050,4.0,21,2,13.0,3.0,8,7.0,2.0,4.0,2.0,2.0,3,4,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,9.984322033898305,0.28707617437784694,7.428980696798494,0.09578544061302685,0
1,3,1,54700,1.0,18,1,12.0,2.0,12,6.0,10.0,3.0,1.0,3.0,3,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,10.001239669421489,0.28438431137669623,6.828885445362718,0.07279693486590033,0
24,2,2,54760,4.0,13,1,9.0,3.0,5,0.0,3.0,3.0,1.0,4.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10.006473829201102,0.27134444824518306,8.11569214876033,0.07279693486590033,0
4,3,4,25870,4.0,12,0,19.0,2.0,2,2.0,2.0,3.0,1.0,3.0,2,3,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,10.018388429752065,0.27809704017980486,8.298600780532599,0.07279693486590033,0
2,2,1,24400,0.0,18,3,4.0,4.0,3,0.0,2.0,3.0,4.0,4.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10.002134986225895,0.2762686669802155,6.8169341138659325,0.07279693486590033,0
8,2,2,159720,1.0,21,0,1.0,2.0,1,1.0,0.0,2.0,4.0,2.0,3,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.014513888888889,0.2798829947330508,7.1971643518518515,0.08045977011494254,1
10,3,2,153790,1.0,12,0,24.0,1.0,18,7.5,7.0,2.0,1.0,3.0,1,3,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,9.996248196248196,0.28049364346542693,6.8578174603174595,0.11494252873563215,0
4,4,1,70820,1.0,14,0,2.0,3.0,2,2.0,1.0,3.0,4.0,3.0,4,3,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,10.008333333333333,0.2852144470834689,7.900873015873016,0.08812260536398464,0
2,5,2,27280,8.0,11,0,7.0,3.0,4,0.0,2.0,3.0,4.0,3.0,4,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,10.002213001383126,0.27628435565936676,10.368086675887506,0.07662835249042144,0
9,3,2,53680,2.0,14,1,9.0,2.0,3,1.0,2.0,4.0,2.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,9.969637681159421,0.29098056400265304,6.208591787439613,0.11877394636015326,0
18,4,5,53470,1.0,24,1,4.0,1.0,4,0.0,2.0,2.0,2.0,2.0,3,4,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9.992340425531914,0.2715418979156896,10.05429196217494,0.09961685823754785,1
19,4,3,31950,2.0,11,0,5.0,4.0,3,0.0,2.0,3.0,3.0,2.0,2,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,9.990975254730714,0.2591616974928284,6.77911814653081,0.12260536398467436,0
1,2,1,39890,1.0,13,0,5.0,2.0,4,1.0,3.0,4.0,1.0,3.0,3,3,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,9.998865248226949,0.27585426031231136,6.132815602836879,0.09961685823754785,0
4,3,1,33060,1.0,11,3,8.0,4.5,8,1.0,6.0,4.0,2.0,3.0,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,10.002916666666666,0.2641853041747165,7.506620370370371,0.08045977011494254,0
11,3,2,70050,1.0,20,2,21.0,2.0,18,7.5,9.0,4.0,3.0,3.0,3,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.987391304347826,0.28342186564724753,6.2197065217391305,0.11877394636015326,0
6,1,2,26550,8.0,17,0,28.5,0.5,18,2.0,14.5,3.0,2.0,3.0,2,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9.957988980716253,0.27275720388447927,6.09393365472911,0.07279693486590033,0
7,4,1,13930,1.0,11,2,10.0,4.0,10,1.0,9.0,4.0,3.0,2.0,4,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,9.993697478991596,0.2844005844512049,6.819717553688142,0.08812260536398464,0
4,2,2,25700,3.0,18,0,21.0,2.0,7,1.0,0.0,4.0,2.0,3.0,3,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.988751714677642,0.27124453182088615,7.382190214906265,0.06896551724137934,0
2,4,2,35370,0.0,11,1,28.5,3.0,18,7.5,9.0,3.0,3.0,3.0,3,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,9.992699115044248,0.27622149088882114,6.266114798426745,0.13409961685823757,0
15,3,1,39860,1.0,12,2,7.0,3.0,7,0.0,3.0,4.0,2.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,9.951836734693877,0.27913562034729855,7.528170068027211,0.06130268199233713,0
